cpu_user,cpu_system,cpu_idle,loadavg_1min,loadavg_5min,loadavg_15min,cpu_freq,cpu_temp,mem_total,mem_free,mem_used_pct,swap_total,swap_free,swap_used_pct,disk_read,disk_write,network_rx,network_tx
12.1,4.2,81.7,1.8017578125,1.935546875,1.75,1600.0544999999997,49.0,33426329600,28107501568,15.9,8589930496,8589930496,0.0,3405347840,2718290944,1396148646,44635066
16.0,5.6,76.1,1.8017578125,1.935546875,1.75,800.0812500000001,49.0,33426329600,28104683520,15.9,8589930496,8589930496,0.0,3405347840,2719269888,1402660247,44825603
11.9,4.1,82.0,1.89794921875,1.95361328125,1.7568359375,800.186375,53.0,33426329600,28136476672,15.8,8589930496,8589930496,0.0,3405347840,2719269888,1404389679,44870913
13.3,5.1,79.3,1.74560546875,1.9208984375,1.7470703125,800.0150000000001,50.0,33426329600,28059774976,16.1,8589930496,8589930496,0.0,3405347840,2719384576,1412718022,45033658
13.2,4.3,80.6,1.74560546875,1.9208984375,1.7470703125,900.1578750000001,49.0,33426329600,28087156736,16.0,8589930496,8589930496,0.0,3405347840,2719540224,1413695130,45071009
14.0,5.5,79.2,1.685546875,1.9052734375,1.74267578125,800.0263749999999,49.0,33426329600,28141764608,15.8,8589930496,8589930496,0.0,3405347840,2719917056,1413700566,45075673
12.8,4.2,81.3,1.685546875,1.9052734375,1.74267578125,899.9967499999999,49.0,33426329600,28186042368,15.7,8589930496,8589930496,0.0,3405347840,2719917056,1415350715,45114179
16.1,5.8,76.3,1.7109375,1.9072265625,1.744140625,800.0416250000001,49.0,33426329600,28245049344,15.5,8589930496,8589930496,0.0,3405347840,2726011904,1416347880,45146421
12.4,4.7,80.7,2.0546875,1.9755859375,1.76708984375,1100.306875,50.0,33426329600,28247916544,15.5,8589930496,8589930496,0.0,3405347840,2726978560,1417275093,45179963
15.2,4.9,77.1,2.0546875,1.9755859375,1.76708984375,800.0116250000001,49.0,33426329600,28259569664,15.5,8589930496,8589930496,0.0,3405347840,2727220224,1418011299,45213315
13.0,4.5,80.1,2.130859375,1.99267578125,1.77392578125,800.1413750000002,49.0,33426329600,28262588416,15.4,8589930496,8589930496,0.0,3405347840,2727871488,1418867315,45240782
13.9,4.5,79.2,1.9599609375,1.95947265625,1.76416015625,1700.046,49.0,33426329600,28276121600,15.4,8589930496,8589930496,0.0,3405347840,2728317952,1420484621,45278121
